,GeoFips,GeoName,LineCode,Description,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
49,20000,Kansas,2,Population (persons) 1/,1867000,1883000,1881000,1883000,1877000,1868000,1872000,1869000,1856000,1842000,1824000,1788000,1767000,1769000,1802000,1763000,1719000,1803000,1851000,1892000,1925000,1916000.0,1950000.0,1977000.0,1994000.0,2042000.0,2093000.0,2119000.0,2128000.0,2142000.0,2160000.0,2183000.0,2215000.0,2231000.0,2217000.0,2209000.0,2206000.0,2200000.0,2197000.0,2216000.0,2236000.0,2247823.0,2246132.0,2255525.0,2264369.0,2267881.0,2278621.0,2298645.0,2317836.0,2332815.0,2347370.0,2369039.0,2384853.0,2401207.0,2415529.0,2424088.0,2427401.0,2432614.0,2445367.0,2461995.0,2472838.0,2481349.0,2498722.0,2532394.0,2556547.0,2580513.0,2601007.0,2614554.0,2635292.0,2660598.0,2678338.0,2693681.0,2702162.0,2713535.0,2723004.0,2734373.0,2745299.0,2762931.0,2783785.0,2808076.0,2832704.0,2858190.0,2869225.0,2885257.0,2893212.0,2900475.0,2909011.0,2910844.0,2908718.0,2911359.0,2913314.0
50,20000,Kansas,3,Per capita personal income (dollars) 2/,526,460,394,267,251,288,360,387,427,383,382,425,556,860,1062,1182,1179,1142,1304,1350,1314,1481.0,1622.0,1864.0,1779.0,1839.0,1800.0,1871.0,1966.0,2144.0,2149.0,2211.0,2275.0,2351.0,2420.0,2558.0,2731.0,2933.0,3075.0,3321.0,3665.0,3956.0,4298.0,4772.0,5417.0,5848.0,6358.0,6850.0,7413.0,8151.0,9251.0,10075.0,11342.0,12213.0,12643.0,13827.0,14524.0,15193.0,15805.0,16533.0,17433.0,18438.0,18934.0,20115.0,20853.0,21599.0,22349.0,23688.0,24958.0,26238.0,26936.0,28244.0,29078.0,29202.0,29925.0,30664.0,32312.0,35447.0,37811.0,40791.0,39088.0,39563.0,42716.0,45120.0,45962.0,46881.0,47343.0,47390.0,48883.0,51261.0,53426.0
51,21000,Kentucky,1,Personal income (millions of dollars),1010.8,844.7,760.9,558.2,549.9,630.7,726.4,810.9,943,828.2,860.9,919.3,1142,1548,1928.7,2035.5,2121.4,2302.8,2438,2819.3,2679.5,2931.5,3445.5,3666.3,3852.6,3803.4,3981.0,4206.9,4416.1,4623.2,4862.6,5022.0,5346.0,5677.8,5967.9,6225.5,6749.6,7379.4,7987.6,8731.4,9711.7,10534.8,11466.1,12679.8,14252.5,16052.2,17479.2,19544.4,21933.9,24444.0,27454.7,29871.6,33237.7,35402.0,36755.0,41062.0,42815.5,44019.0,46497.3,50573.3,54363.7,57673.4,60843.2,65547.3,68128.2,71608.3,75054.4,79620.5,84542.1,89546.1,93441.3,100796.5,104181.5,106570.5,109617.3,116046.7,121757.8,128867.4,134575.8,140523.4,138823.4,144103.3,151299.9,156827.6,158218.4,165914.7,173495.8,176435.1,182116.0,188876.8,195548.8
52,21000,Kentucky,2,Population (persons) 1/,2606000,2623000,2652000,2676000,2698000,2722000,2748000,2768000,2784000,2800000,2825000,2859000,2851000,2809000,2690000,2616000,2604000,2757000,2802000,2817000,2849000,2936000.0,2941000.0,2920000.0,2903000.0,2902000.0,2910000.0,2898000.0,2928000.0,2961000.0,2999000.0,3041000.0,3054000.0,3079000.0,3096000.0,3129000.0,3140000.0,3147000.0,3172000.0,3195000.0,3198000.0,3230587.0,3298262.0,3336106.0,3371573.0,3417039.0,3468755.0,3530443.0,3575001.0,3611382.0,3643655.0,3664221.0,3670395.0,3683449.0,3694469.0,3695459.0,3694816.0,3687805.0,3683330.0,3680002.0,3677318.0,3694048.0,3722328.0,3765469.0,3812206.0,3849088.0,3887427.0,3919535.0,3952747.0,3985390.0,4018053.0,4049021.0,4068132.0,4089875.0,4117170.0,4146101.0,4182742.0,4219239.0,4256672.0,4289878.0,4317074.0,4348181.0,4369821.0,4386346.0,4404659.0,4414349.0,4425976.0,4438182.0,4452268.0,4461153.0,4467673.0
53,21000,Kentucky,3,Per capita personal income (dollars) 2/,388,322,287,209,204,232,264,293,339,296,305,322,401,551,717,778,815,835,870,1001,940,998.0,1172.0,1256.0,1327.0,1311.0,1368.0,1452.0,1508.0,1561.0,1621.0,1651.0,1750.0,1844.0,1928.0,1990.0,2150.0,2345.0,2518.0,2733.0,3037.0,3261.0,3476.0,3801.0,4227.0,4698.0,5039.0,5536.0,6135.0,6769.0,7535.0,8152.0,9056.0,9611.0,9949.0,11111.0,11588.0,11936.0,12624.0,13743.0,14784.0,15613.0,16345.0,17407.0,17871.0,18604.0,19307.0,20314.0,21388.0,22469.0,23255.0,24894.0,25609.0,26057.0,26624.0,27989.0,29110.0,30543.0,31615.0,32757.0,32157.0,33141.0,34624.0,35754.0,35921.0,37585.0,39199.0,39754.0,40904.0,42338.0,43770.0
54,22000,Louisiana,1,Personal income (millions of dollars),852.8,743.1,670,513.1,491.7,579.8,644.1,737.5,795.3,793.9,838.6,864.6,1162.5,1567.9,2075.7,2221,2190.5,2146.8,2294.1,2656.4,2849.8,3053.3,3416.7,3721.2,3937.0,3933.7,4181.6,4644.1,5139.8,5266.4,5503.4,5591.2,5818.6,6157.8,6563.6,7016.3,7601.8,8410.3,9225.3,10105.6,10765.9,11663.0,12715.2,13912.1,15528.5,17651.8,19875.1,22415.5,25031.4,28630.8,32478.0,37368.8,43084.4,46379.7,48422.5,51504.5,53629.7,53695.1,53932.1,56881.2,60326.1,64880.9,68408.3,73264.0,76872.7,81905.8,85953.3,89776.9,94400.6,98944.0,101397.1,107072.5,114459.0,117698.5,121132.0,126295.6,135921.3,143643.3,157374.3,168070.0,163751.6,171098.2,177105.1,186589.4,189197.1,198233.9,200110.3,198952.0,205188.0,215308.7,220629.7
55,22000,Louisiana,2,Population (persons) 1/,2086000,2105000,2124000,2155000,2178000,2202000,2228000,2246000,2257000,2285000,2334000,2370000,2500000,2541000,2560000,2479000,2413000,2540000,2579000,2596000,2634000,2697000.0,2769000.0,2842000.0,2866000.0,2883000.0,2946000.0,3032000.0,3115000.0,3155000.0,3208000.0,3260000.0,3287000.0,3345000.0,3377000.0,3446000.0,3496000.0,3550000.0,3581000.0,3603000.0,3619000.0,3650209.0,3710666.0,3761967.0,3788840.0,3820720.0,3886963.0,3951636.0,4015582.0,4073288.0,4139316.0,4223101.0,4283297.0,4352609.0,4395311.0,4400474.0,4408113.0,4406922.0,4344151.0,4288859.0,4252896.0,4221532.0,4253279.0,4293003.0,4316428.0,4347481.0,4378779.0,4398877.0,4421071.0,4440344.0,4460811.0,4471885.0,4477875.0,4497267.0,4521042.0,4552238.0,4576628.0,4302665.0,4375581.0,4435586.0,4491648.0,4544532.0,4575625.0,4600972.0,4624527.0,4644013.0,4664628.0,4678135.0,4670560.0,4659690.0,4648794.0
56,22000,Louisiana,3,Per capita personal income (dollars) 2/,409,353,315,238,226,263,289,328,352,347,359,365,465,617,811,896,908,845,890,1023,1082,1132.0,1234.0,1309.0,1374.0,1364.0,1419.0,1532.0,1650.0,1669.0,1716.0,1715.0,1770.0,1841.0,1944.0,2036.0,2174.0,2369.0,2576.0,2805.0,2975.0,3195.0,3427.0,3698.0,4098.0,4620.0,5113.0,5672.0,6234.0,7029.0,7846.0,8849.0,10059.0,10656.0,11017.0,11704.0,12166.0,12184.0,12415.0,13263.0,14185.0,15369.0,16084.0,17066.0,17809.0,18840.0,19630.0,20409.0,21352.0,22283.0,22731.0,23943.0,25561.0,26171.0,26793.0,27744.0,29699.0,33385.0,35966.0,37891.0,36457.0,37649.0,38706.0,40554.0,40912.0,42686.0,42900.0,42528.0,43932.0,46207.0,47460.0
57,23000,Maine,1,Personal income (millions of dollars),477.9,458.9,397.3,309.9,306.6,346.9,363.7,427.6,432.5,401.3,422.7,452,546.4,731.3,907.5,903.7,882.6,958.3,1009.1,1114.6,1096.4,1124.6,1245.9,1363.5,1373.8,1397.8,1535.9,1625.8,1690.8,1761.3,1841.0,1952.4,1977.4,2054.4,2122.2,2292.7,2474.3,2629.8,2760.7,2940.0,3236.0,3557.1,3822.7,4187.7,4706.7,5229.3,5652.3,6447.0,7007.6,7740.5,8589.9,9653.5,10651.6,11581.0,12473.0,13786.7,14893.3,16123.2,17490.9,19277.2,21011.3,21870.4,22249.7,23324.8,24094.9,25085.7,26179.3,27653.1,29169.5,31218.4,32800.7,35226.3,37137.5,38414.1,40289.3,42373.9,43448.5,45683.5,47356.7,49300.6,49267.6,50330.5,52424.4,53490.0,53346.3,55650.0,57941.8,59685.4,62145.8,65335.2,68062.4
58,23000,Maine,2,Population (persons) 1/,797000,800000,807000,815000,821000,829000,836000,840000,842000,843000,846000,849000,852000,838000,806000,805000,802000,835000,854000,878000,903000,917000.0,916000.0,915000.0,913000.0,927000.0,934000.0,938000.0,943000.0,944000.0,957000.0,975000.0,995000.0,994000.0,993000.0,993000.0,997000.0,999000.0,1004000.0,994000.0,992000.0,996784.0,1015677.0,1034817.0,1046420.0,1060050.0,1073280.0,1089960.0,1105369.0,1115457.0,1124927.0,1126860.0,1133033.0,1136683.0,1144772.0,1155634.0,1162935.0,1170126.0,1184577.0,1203840.0,1219961.0,1231719.0,1237081.0,1238508.0,1242302.0,1242662.0,1243480.0,1249060.0,1254774.0,1259127.0,1266808.0,1277072.0,1285692.0,1295960.0,1306513.0,1313688.0,1318787.0,1323619.0,1327040.0,1330509.0,1329590.0,1327629.0,1328284.0,1327729.0,1328009.0,1330513.0,1328262.0,1331317.0,1334612.0,1339057.0,1344212.0
59,23000,Maine,3,Per capita personal income (dollars) 2/,600,574,492,380,373,418,435,509,514,476,500,532,641,873,1126,1123,1101,1148,1182,1270,1214,1226.0,1360.0,1490.0,1505.0,1508.0,1644.0,1733.0,1793.0,1866.0,1924.0,2002.0,1987.0,2067.0,2137.0,2309.0,2482.0,2632.0,2750.0,2958.0,3262.0,3569.0,3764.0,4047.0,4498.0,4933.0,5266.0,5915.0,6340.0,6939.0,7636.0,8567.0,9401.0,10188.0,10896.0,11930.0,12807.0,13779.0,14766.0,16013.0,17223.0,17756.0,17986.0,18833.0,19395.0,20187.0,21053.0,22139.0,23247.0,24794.0,25892.0,27584.0,28885.0,29641.0,30837.0,32256.0,32946.0,34514.0,35686.0,37054.0,37055.0,37910.0,39468.0,40287.0,40170.0,41826.0,43622.0,44832.0,46565.0,48792.0,50634.0
60,24000,Maryland,1,Personal income (millions of dollars),1257,1179.3,1071.1,876,804.1,908.9,965.2,1093.6,1183,1136.7,1207.3,1329,1717,2327.8,2777.8,2930.1,2895.6,3011.5,3124.3,3515.5,3587.9,4009.0,4625.5,5098.2,5428.8,5455.8,5871.9,6412.7,6830.5,6968.9,7363.9,7738.8,8233.9,8896.9,9531.6,10386.4,11316.9,12477.2,13580.2,14999.8,17235.9,19167.2,21125.8,23176.4,25560.5,27902.8,30204.1,32906.9,35675.8,39617.2,43545.5,48503.3,54043.0,58610.6,62787.4,69664.9,75502.9,81544.5,88007.6,96739.7,104600.7,110894.0,114898.7,120637.4,125486.1,131410.4,137245.4,143742.3,151791.5,163868.0,174048.0,189505.4,199706.8,207659.1,217235.0,232208.4,245174.2,258473.5,269020.9,280998.1,279384.2,289469.9,306179.6,315230.9,314267.3,325837.0,341389.9,354260.6,365997.5,378491.5,390792.5
61,24000,Maryland,2,Population (persons) 1/,1621000,1636000,1657000,1678000,1694000,1710000,1729000,1745000,1754000,1766000,1793000,1839000,1917000,2012000,2097000,2156000,2146000,2227000,2256000,2271000,2329000,2355000.0,2441000.0,2500000.0,2567000.0,2685000.0,2742000.0,2811000.0,2873000.0,2982000.0,3066000.0,3113000.0,3176000.0,3263000.0,3386000.0,3492000.0,3600000.0,3695000.0,3757000.0,3815000.0,3868000.0,3938051.0,4022507.0,4081121.0,4109038.0,4133341.0,4157208.0,4172132.0,4194639.0,4211641.0,4223398.0,4227643.0,4261905.0,4282923.0,4313329.0,4365246.0,4413072.0,4486956.0,4565558.0,4657903.0,4727303.0,4799770.0,4867641.0,4923368.0,4971889.0,5023060.0,5070033.0,5111986.0,5157328.0,5204464.0,5254509.0,5311034.0,5374691.0,5440389.0,5496269.0,5546935.0,5592379.0,5627367.0,5653408.0,5684965.0,5730388.0,5788645.0,5839419.0,5886992.0,5923188.0,5957283.0,5985562.0,6003323.0,6023868.0,6035802.0,6045680.0
62,24000,Maryland,3,Per capita personal income (dollars) 2/,775,721,646,522,475,532,558,627,674,644,673,723,896,1157,1325,1359,1349,1352,1385,1548,1541,1702.0,1895.0,2039.0,2115.0,2032.0,2141.0,2281.0,2377.0,2337.0,2402.0,2486.0,2593.0,2727.0,2815.0,2974.0,3144.0,3377.0,3615.0,3932.0,4456.0,4867.0,5252.0,5679.0,6221.0,6751.0,7265.0,7887.0,8505.0,9407.0,10311.0,11473.0,12680.0,13685.0,14557.0,15959.0,17109.0,18174.0,19276.0,20769.0,22127.0,23104.0,23605.0,24503.0,25239.0,26161.0,27070.0,28119.0,29432.0,31486.0,33124.0,35681.0,37157.0,38170.0,39524.0,41862.0,43841.0,45932.0,47586.0,49428.0,48755.0,50007.0,52433.0,53547.0,53057.0,54696.0,57036.0,59011.0,60758.0,62708.0,64640.0
63,25000,Massachusetts,1,Personal income (millions of dollars),3853.4,3578.6,3254.4,2648.8,2430.4,2658.8,2835.6,3155.6,3235.7,2980.1,3197.2,3422.4,4053.7,4831.7,5544,5801.1,5957.5,6452.2,6688.5,7159.4,7102.5,7896.4,8642.8,9041.1,9582.9,9688.1,10329.2,10959.6,11582.9,11835.9,12630.4,13147.2,13813.8,14596.6,15203.4,16233.1,17319.7,18650.1,20260.5,22126.5,24041.9,25961.4,27742.0,29977.9,32574.1,35182.2,37801.8,40688.8,44297.9,48938.7,54481.4,61388.7,68493.4,75098.5,81445.9,91928.3,99341.6,107146.5,116044.3,127722.9,135208.9,139232.6,141351.8,148477.6,154367.4,162175.2,171742.0,182580.4,194130.7,206428.2,220405.0,245253.2,255085.1,254408.8,259978.8,273462.5,285642.5,307519.3,323111.3,335841.4,332020.6,348423.3,365742.7,382009.4,385192.0,405505.9,432237.4,448480.5,469500.7,494177.3,511333.7
64,25000,Massachusetts,2,Population (persons) 1/,4229000,4250000,4248000,4259000,4282000,4305000,4343000,4355000,4358000,4365000,4347000,4318000,4400000,4386000,4277000,4361000,4310000,4536000,4589000,4674000,4741000,4686000.0,4654000.0,4650000.0,4806000.0,4910000.0,4882000.0,4891000.0,4929000.0,5010000.0,5117000.0,5160000.0,5219000.0,5263000.0,5344000.0,5448000.0,5502000.0,5535000.0,5594000.0,5618000.0,5650000.0,5703706.0,5738589.0,5762122.0,5783809.0,5776992.0,5762138.0,5748868.0,5744097.0,5742923.0,5746188.0,5746075.0,5768685.0,5771222.0,5799405.0,5840774.0,5880734.0,5902677.0,5935205.0,5979983.0,6015478.0,6022639.0,6018470.0,6028709.0,6060569.0,6095241.0,6141445.0,6179756.0,6226058.0,6271838.0,6317345.0,6361104.0,6397634.0,6417206.0,6422565.0,6412281.0,6403290.0,6410084.0,6431559.0,6468967.0,6517613.0,6566307.0,6613583.0,6663005.0,6713315.0,6762596.0,6794228.0,6823608.0,6859789.0,6882635.0,6892503.0
65,25000,Massachusetts,3,Per capita personal income (dollars) 2/,911,842,766,622,568,618,653,725,742,683,736,793,921,1102,1296,1330,1382,1422,1458,1532,1498,1685.0,1857.0,1944.0,1994.0,1973.0,2116.0,2241.0,2350.0,2362.0,2468.0,2548.0,2647.0,2773.0,2845.0,2980.0,3148.0,3369.0,3622.0,3938.0,4255.0,4552.0,4834.0,5203.0,5632.0,6090.0,6560.0,7078.0,7712.0,8522.0,9481.0,10684.0,11873.0,13013.0,14044.0,15739.0,16893.0,18152.0,19552.0,21358.0,22477.0,23118.0,23486.0,24628.0,25471.0,26607.0,27964.0,29545.0,31180.0,32914.0,34889.0,38555.0,39872.0,39645.0,40479.0,42647.0,44609.0,47974.0,50238.0,51916.0,50942.0,53062.0,55302.0,57333.0,57377.0,59963.0,63618.0,65725.0,68442.0,71801.0,74187.0
66,26000,Michigan,1,Personal income (millions of dollars),3796.8,3178.9,2593.3,1885.8,1661.4,2179.6,2571.8,3035.3,3415.4,2904.5,3239.9,3632.4,4560.3,5875.4,7401.3,7659.1,7335.4,7861.8,8951.9,9697.7,9642.4,11002.6,12319.1,13190.5,14991.5,14618.4,16236.0,16948.9,17440.9,17119.5,18126.0,18884.0,18957.0,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644.0,45132.0,50382.9,53913.2,57745.1,64457.8,72465.6,80772.9,88478.7,94684.4,101254.2,104816.5,111577.2,123177.2,133599.1,142047.6,147561.4,157523.2,169629.3,177393.2,181414.2,192235.1,202432.5,217745.4,230305.9,242218.5,254938.9,270151.5,283993.8,302644.2,307686.9,307192.5,314558.6,323431.8,330450.5,338507.7,347961.9,355102.7,336954.5,349577.7,370676.1,386568.4,390199.7,408617.5,431805.5,444166.8,458247.1,477009.6,491631.8
67,26000,Michigan,2,Population (persons) 1/,4795000,4834000,4798000,4780000,4780000,4798000,4838000,4889000,4968000,5056000,5156000,5315000,5468000,5552000,5396000,5459000,5468000,5874000,6075000,6213000,6332000,6407000.0,6497000.0,6650000.0,6822000.0,7066000.0,7285000.0,7467000.0,7569000.0,7667000.0,7767000.0,7834000.0,7893000.0,7933000.0,8058000.0,8187000.0,8357000.0,8512000.0,8630000.0,8696000.0,8781000.0,8896558.0,8971835.0,9024681.0,9071764.0,9109374.0,9107840.0,9117481.0,9157247.0,9201953.0,9248814.0,9255553.0,9209287.0,9115196.0,9047764.0,9049454.0,9076287.0,9127774.0,9187484.0,9218002.0,9253298.0,9311319.0,9400446.0,9479065.0,9540114.0,9597737.0,9676211.0,9758645.0,9809051.0,9847942.0,9897116.0,9952450.0,9991120.0,10015710.0,10041152.0,10055315.0,10051137.0,10036081.0,10001284.0,9946889.0,9901591.0,9877510.0,9882412.0,9897145.0,9913065.0,9929848.0,9931715.0,9950571.0,9973114.0,9984072.0,9986857.0
68,26000,Michigan,3,Per capita personal income (dollars) 2/,792,658,540,395,348,454,532,621,687,574,628,683,834,1058,1372,1403,1342,1338,1474,1561,1523,1717.0,1896.0,1984.0,2198.0,2069.0,2229.0,2270.0,2304.0,2233.0,2334.0,2411.0,2402.0,2561.0,2692.0,2904.0,3156.0,3379.0,3475.0,3813.0,4107.0,4200.0,4530.0,5001.0,5554.0,5918.0,6340.0,7070.0,7913.0,8778.0,9566.0,10230.0,10995.0,11499.0,12332.0,13612.0,14720.0,15562.0,16061.0,17089.0,18332.0,19051.0,19298.0,20280.0,21219.0,22687.0,23801.0,24821.0,25990.0,27432.0,28695.0,30409.0,30796.0,30671.0,31327.0,32165.0,32877.0,33729.0,34792.0,35700.0,34030.0,35391.0,37509.0,39059.0,39362.0,41150.0,43477.0,44637.0,45948.0,47777.0,49228.0
69,27000,Minnesota,1,Personal income (millions of dollars),1528.9,1409.5,1194,956.4,829.2,968.1,1219.3,1294.6,1477.3,1357.2,1432.5,1460.8,1676,2126.7,2455.1,2553.6,2834.3,3265.3,3554.7,4161.9,3918.1,4336.1,4800.1,5000.3,5278.3,5442.2,5765.5,6040.2,6411.5,6772.7,7034.7,7471.7,7853.4,8277.7,8779.4,9131.5,10087.6,10933.5,11750.3,12934.0,14388.0,15708.8,16766.0,18229.3,21370.2,23011.8,24891.1,26907.1,30292.7,33988.9,37795.4,42002.1,46547.6,49867.5,52578.4,59667.4,63360.9,67018.2,71480.2,75424.9,82388.1,87514.0,90246.2,97018.5,99989.9,107155.2,113337.5,122210.8,129027.6,140486.8,147753.4,160084.3,166694.6,170300.8,178203.4,189289.4,195112.7,205273.8,217244.3,226166.5,216607.4,226273.4,242440.3,257319.7,259538.9,273960.6,287012.3,293162.5,305921.2,321638.5,331801.9
70,27000,Minnesota,2,Population (persons) 1/,2572000,2576000,2614000,2646000,2673000,2695000,2717000,2734000,2746000,2753000,2771000,2790000,2719000,2662000,2572000,2523000,2534000,2737000,2796000,2868000,2935000,2997000.0,3010000.0,3030000.0,3050000.0,3113000.0,3172000.0,3240000.0,3274000.0,3313000.0,3366000.0,3425000.0,3470000.0,3513000.0,3531000.0,3558000.0,3592000.0,3617000.0,3659000.0,3703000.0,3758000.0,3815249.0,3851901.0,3866878.0,3885164.0,3898450.0,3925793.0,3956602.0,3979844.0,4004676.0,4038150.0,4085017.0,4111733.0,4131450.0,4141458.0,4157704.0,4184301.0,4205213.0,4235136.0,4296163.0,4338056.0,4389857.0,4440859.0,4495572.0,4555954.0,4610355.0,4660180.0,4712827.0,4763390.0,4813412.0,4873481.0,4933692.0,4982796.0,5018935.0,5053572.0,5087713.0,5119598.0,5163555.0,5207203.0,5247018.0,5281203.0,5310828.0,5346143.0,5376643.0,5413479.0,5451079.0,5482032.0,5522744.0,5566230.0,5606249.0,5639632.0
71,27000,Minnesota,3,Per capita personal income (dollars) 2/,594,547,457,361,310,359,449,474,538,493,517,524,616,799,955,1012,1119,1193,1271,1451,1335,1447.0,1595.0,1650.0,1731.0,1748.0,1818.0,1864.0,1958.0,2044.0,2090.0,2182.0,2263.0,2356.0,2486.0,2566.0,2808.0,3023.0,3211.0,3493.0,3829.0,4117.0,4353.0,4714.0,5500.0,5903.0,6340.0,6801.0,7612.0,8487.0,9360.0,10282.0,11321.0,12070.0,12696.0,14351.0,15143.0,15937.0,16878.0,17556.0,18992.0,19935.0,20322.0,21581.0,21947.0,23242.0,24320.0,25932.0,27087.0,29187.0,30318.0,32447.0,33454.0,33932.0,35263.0,37205.0,38111.0,39754.0,41720.0,43104.0,41015.0,42606.0,45349.0,47859.0,47943.0,50258.0,52355.0,53083.0,54960.0,57371.0,58834.0
72,28000,Mississippi,1,Personal income (millions of dollars),552.9,396,337.6,244.9,257.1,342.6,358.9,460.9,458.3,417,436.4,461.2,690.3,1006.2,1246.2,1360.4,1330,1281.2,1410.5,1655.5,1481.7,1697.1,1872.4,1981.1,2009.2,1952.9,2203.1,2245.7,2272.1,2462.1,2726.4,2763.8,2996.9,3132.5,3442.4,3563.3,3868.6,4217.4,4563.4,4993.3,5540.7,6077.0,6737.1,7677.4,8779.0,9648.1,10462.8,11877.6,13222.2,14721.6,16636.6,18097.5,20331.6,21465.4,22451.6,24527.7,25818.8,26781.3,28323.9,30302.6,32735.8,34442.5,36287.6,39062.7,41597.0,45005.3,47613.3,50525.5,53377.5,56601.9,58501.6,61638.2,64992.9,66139.1,68806.6,72778.6,77596.4,80873.3,85999.5,89845.0,88333.0,91795.4,95795.2,99386.4,101176.8,103310.8,105212.7,106585.1,109189.5,112837.6,115814.2
73,28000,Mississippi,2,Population (persons) 1/,1998000,2006000,1994000,2004000,2031000,2050000,2061000,2072000,2086000,2127000,2168000,2176000,2188000,2204000,2255000,2119000,2079000,2072000,2108000,2076000,2085000,2176000.0,2163000.0,2152000.0,2105000.0,2064000.0,2060000.0,2086000.0,2088000.0,2086000.0,2138000.0,2182000.0,2206000.0,2243000.0,2244000.0,2241000.0,2246000.0,2245000.0,2228000.0,2219000.0,2220000.0,2221128.0,2265529.0,2307291.0,2349802.0,2378603.0,2399924.0,2430324.0,2459810.0,2488033.0,2507967.0,2525342.0,2539032.0,2556776.0,2567719.0,2578053.0,2588103.0,2593596.0,2588545.0,2580349.0,2574272.0,2578897.0,2598733.0,2623734.0,2655100.0,2688992.0,2722659.0,2748085.0,2777004.0,2804834.0,2828408.0,2848353.0,2852994.0,2858681.0,2868312.0,2889010.0,2905943.0,2904978.0,2928350.0,2947806.0,2958774.0,2970548.0,2978731.0,2983816.0,2988711.0,2990468.0,2988471.0,2987938.0,2988510.0,2981020.0,2976149.0
74,28000,Mississippi,3,Per capita personal income (dollars) 2/,277,197,169,122,127,167,174,222,220,196,201,212,316,457,553,642,640,618,669,797,711,780.0,866.0,921.0,955.0,946.0,1069.0,1077.0,1088.0,1180.0,1275.0,1267.0,1359.0,1397.0,1534.0,1590.0,1722.0,1879.0,2048.0,2250.0,2496.0,2736.0,2974.0,3327.0,3736.0,4056.0,4360.0,4887.0,5375.0,5917.0,6633.0,7166.0,8008.0,8395.0,8744.0,9514.0,9976.0,10326.0,10942.0,11744.0,12717.0,13356.0,13964.0,14888.0,15667.0,16737.0,17488.0,18386.0,19221.0,20180.0,20684.0,21640.0,22781.0,23136.0,23989.0,25192.0,26703.0,27840.0,29368.0,30479.0,29855.0,30902.0,32160.0,33308.0,33853.0,34547.0,35206.0,35672.0,36536.0,37852.0,38914.0
75,29000,Missouri,1,Personal income (millions of dollars),2241.6,2042.5,1815.3,1366.8,1261.9,1392.8,1597.7,1775.7,1926.6,1799.6,1907.4,1969.4,2465.8,3134.1,3619.9,3850.1,4030.8,4509.6,4732.5,5295.9,5171.7,5699.8,6319.8,6680.4,7087.0,7139.9,7645.6,8065.0,8296.0,8828.8,9350.2,9629.7,9955.3,10488.7,11002.3,11619.6,12634.8,13535.8,14407.4,15949.9,16912.5,18479.5,19938.9,21682.2,24089.7,25774.7,28212.7,30912.0,34252.4,38129.7,42513.8,46120.2,51516.6,55083.5,58757.9,65189.3,69744.0,73416.9,77345.9,82131.5,88040.0,91909.0,95964.1,102138.9,106821.1,113391.1,119590.2,126668.3,134328.1,141158.2,146923.4,157009.2,161989.2,165665.5,171751.1,180801.7,187528.7,198791.6,208403.6,219503.3,215681.8,220788.1,230429.7,241762.7,243582.2,252999.6,262012.6,269771.2,276887.6,288385.0,298619.8
76,29000,Missouri,2,Population (persons) 1/,3622000,3646000,3711000,3746000,3773000,3784000,3798000,3801000,3794000,3781000,3783000,3786000,3815000,3829000,3694000,3556000,3513000,3759000,3846000,3844000,3882000,3964000.0,4015000.0,3972000.0,4020000.0,4066000.0,4134000.0,4163000.0,4189000.0,4186000.0,4258000.0,4326000.0,4349000.0,4357000.0,4392000.0,4442000.0,4467000.0,4523000.0,4539000.0,4568000.0,4640000.0,4684768.0,4722703.0,4753234.0,4774601.0,4785391.0,4795383.0,4823554.0,4845042.0,4871171.0,4889327.0,4921966.0,4932069.0,4929456.0,4943735.0,4975276.0,5000260.0,5023055.0,5056702.0,5081737.0,5095844.0,5128880.0,5170800.0,5217101.0,5271175.0,5324497.0,5378247.0,5431553.0,5481193.0,5521765.0,5561948.0,5607285.0,5641142.0,5674825.0,5709403.0,5747741.0,5790300.0,5842704.0,5887612.0,5923916.0,5961088.0,5995974.0,6010275.0,6024367.0,6040715.0,6056202.0,6071732.0,6087135.0,6106670.0,6121623.0,6137428.0
77,29000,Missouri,3,Per capita personal income (dollars) 2/,619,560,489,365,334,368,421,467,508,476,504,520,646,819,980,1083,1147,1200,1230,1378,1332,1438.0,1574.0,1682.0,1763.0,1756.0,1849.0,1937.0,1980.0,2109.0,2196.0,2226.0,2289.0,2407.0,2505.0,2616.0,2828.0,2993.0,3174.0,3492.0,3645.0,3945.0,4222.0,4562.0,5045.0,5386.0,5883.0,6409.0,7070.0,7828.0,8695.0,9370.0,10445.0,11174.0,11885.0,13103.0,13948.0,14616.0,15296.0,16162.0,17277.0,17920.0,18559.0,19578.0,20265.0,21296.0,22236.0,23321.0,24507.0,25564.0,26416.0,28001.0,28716.0,29193.0,30082.0,31456.0,32387.0,34024.0,35397.0,37054.0,36182.0,36823.0,38339.0,40131.0,40323.0,41775.0,43153.0,44318.0,45342.0,47109.0,48656.0
